"","CreditScore","FirstPmt","FirstTimeHomebuyer","Maturity Date","MSA Code","MI Percentage","Number of Units","Occupancy Status","CLTV","DTI","UPB","LTV","Interest Rate","Channel","PPM","Product","State","Property Type","Postal Code","Loan Sequence Number","Loan Purpose","Original Term","Borrower Num","Seller Name","Servicer Name","Super Conforming","NPV"
"562","586","199903","2","202902","44700","25","1","2","90","26","213000","90","6.75","4","2","1","5","6","95200","562","3","360","2","309","12",NA,"31309.8893534764"
"563","795","199904","2","202903","12060","0","1","2","80","47","112000","80","6.625","3","2","1","11","5","30000","563","3","360","1","309","15",NA,"50396.2229115786"
"564","757","199904","2","202903","12060",NA,"1","2","80","11","94000","80","7.25","3","2","1","11","5","30000","564","2","360","1","309","17",NA,"1694.85780226765"
"565","748","199904","2","202903","48424","30","1","2","95","17","70000","95","6.875","3","2","1","10","5","33400","565","3","360","1","309","12",NA,"3173.839801682"
"566","642","199904","2","202903",NA,"12","1","2","84","21","97000","84","6.75","3","2","1","39","6","97400","566","2","360","1","309","12",NA,"21689.8868865567"
"567","706","199904","3","202903","21660",NA,"1","2","72","43","182000","72","6.5","3","2","1","39","6","97400","567","3","360","2","309","12",NA,"20975.3726380107"
"568","685","199904","2","202903","38900",NA,"1","1","75","26","180000","75","6.75","3","2","1","39","5","97200","568","3","360","2","309","12",NA,"29454.6655218386"
"569","652","199904","2","202903","19740","30","1","2","95","11","61000","95","6.5","3","2","1","6","1","80100","569","3","360","2","309","12",NA,"1256.92650244138"
"570","763","199904","2","202903","12060","25","1","2","90","20","117000","90","6.75","3","2","1","11","6","30100","570","3","360","1","309","8",NA,"13734.111023033"
"571","675","199903","2","202902","12060","0","1","2","80","18","73000","80","6.625","3","2","1","11","5","30000","571","1","360","1","309","15",NA,"31249.7752149827"
"572","727","199904","2","202903","12060","35","1","2","97","19","88000","97","7.125","3","2","1","11","5","30100","572","3","360","1","309","12",NA,"11894.0567503129"
"573","669","199905","2","202904","34980","0","1","2","75","47","220000","75","6.875","3","2","1","45","6","37000","573","2","360","2","309","12",NA,"28645.9521646601"
"574","679","199904","2","202903","12060","35","1","2","97","29","118000","97","7.125","3","2","1","11","5","30300","574","3","360","1","309","12",NA,"14511.755583487"
"575","746","199905","3","202904","12060","18","1","2","97","27","91000","97","7.25","3","2","1","11","1","30300","575","3","360","1","309","8",NA,"7636.07625256838"
"576","695","199905","2","202904","48424","0","1","2","62","49","115000","62","6.875","3","2","1","10","5","33400","576","3","360","2","309","8",NA,"16709.2003473894"
"577","745","199904","3","202903","12060","35","1","2","97","31","119000","97","7.125","3","2","1","11","5","30500","577","3","360","1","309","15",NA,"60494.0148743106"
"578","697","199903","2","202902","19124",NA,"1","2","79","13","97000","79","7","3","2","1","46","6","75000","578","2","360","2","309","8",NA,"6843.69827730113"
"579","734","199904","2","202903","12060",NA,"1","2","80","57","201000","80","6.625","3","2","1","11","6","30000","579","3","360","2","309","12",NA,"23339.7856920301"
"580","767","199904","2","202903",NA,"30","1","2","95","22","104000","95","7","3","2","1","6","6","80700","580","3","360","2","309","6",NA,"32119.0510112723"
"581","615","199904","2","202903","35084","25","1","2","90","24","134000","90","7.25","3","2","1","33","6","7200","581","2","360","1","309","12",NA,"16454.1876799434"
"582","785","199905","2","202904",NA,"0","1","2","73","12","37000","73","7.5","3","2","1","38","6","74700","582","1","360","1","309","15",NA,"20164.4919067728"
"583","670","199905","2","202904",NA,NA,"1","1","80","6","29000","80","7.5","3","2","1","17","6","47300","583","3","360","2","309","12",NA,"4155.8822003643"
"584","720","199905","2","202904",NA,"0","1","2","75","21","64000","75","7.375","3","2","1","34","6","87700","584","1","360","1","309","12",NA,"8677.4129914182"
"585","676","199905","2","202904","12060","30","1","2","95","17","61000","95","8","3","2","1","11","6","30100","585","3","360","2","309","15",NA,"38269.9443554742"
"586","630","199905","2","202904","36740",NA,"1","3","80","14","107000","80","6.75","3","2","1","10","6","32800","586","3","360","2","309","6",NA,"20812.8995505562"
"587","640","199905","2","202904",NA,NA,"1","2","80","41","188000","80","6.75","3","2","1","39","6","97300","587","2","360","2","309","12",NA,"35171.684895073"
"588","728","199904","1","202603","35084","30","1","2","94","27","111000","94","7","3","2","1","40","6","18300","588","2","324","1","309","8",NA,"14828.3011329896"
"589","728","199903","2","202902","39900","0","1","2","73","17","90000","73","6.875","3","2","1","35","6","89400","589","1","360","1","309","12",NA,"6291.84467645838"
"590","738","199904","2","202903","28420",NA,"1","2","80","18","72000","80","6.875","3","2","1","50","6","99300","590","3","360","2","309","17",NA,"17582.7838028161"
"591","669","199904","2","202903","16974","0","1","2","66","40","99000","66","7.25","3","2","1","16","6","60600","591","1","360","2","309","8",NA,"13513.5449868325"
"592","739","199905","2","202904","42044","0","1","2","41","6","150000","41","6.25","3","2","1","5","6","92600","592","3","360","2","309","12",NA,"20050.1989074015"
"593","772","199905","2","202904","12060","30","1","2","95","31","109000","95","6.5","3","2","1","11","6","30000","593","3","360","1","309","8",NA,"14440.2375600062"
"594","677","199905","2","202904","24660","0","1","1","75","14","61000","75","6.875","3","2","1","29","6","27400","594","3","360","1","309","15",NA,"22692.7108230575"
"595","778","199905","3","202904","38060","0","1","2","80","21","88000","80","6.875","3","2","1","4","6","85000","595","3","360","1","309","17",NA,"28646.5204060193"
"596","600","199904","2","202903","12420","30","1","2","95","25","199000","95","6.875","3","2","1","46","6","78700","596","3","360","2","309","6",NA,"62093.9578728435"
"597","593","199905","2","202904","37340","25","1","2","88","19","167000","88","7.875","3","2","1","10","6","32700","597","2","360","2","309","8",NA,"20024.6112309756"
"598","675","199904","2","202903","40140",NA,"1","2","80","19","154000","80","6.625","4","2","1","5","6","91700","598","3","360","2","309","12",NA,"20312.1553438202"
"599","732","199904","2","202903","38060",NA,"1","2","23","12","132000","23","6.75","3","2","1","4","6","85200","599","2","360","2","309","12",NA,"22294.0711884029"
"600","714","199905","2","202904",NA,"30","1","2","92","33","109000","92","6.75","3","2","1","11","5","30500","600","3","360","2","309","8",NA,"14917.4783930001"
"601","682","199904","3","202903",NA,NA,"1","2","73","36","82000","73","6.625","3","2","1","39","6","97400","601","3","360","1","309","12",NA,"14598.0041980072"
"602","723","199904","2","202903","41940",NA,"1","2","80","22","234000","80","6.75","4","2","1","5","6","95100","602","3","360","2","309","12",NA,"28195.1169430645"
"603","693","199904","2","202903",NA,NA,"1","2","79","19","118000","79","6.375","3","2","1","48","6","23800","603","2","360","2","309","12",NA,"16017.7981141295"
"604",NA,"199905","2","202904","38060",NA,"1","3","77","12","98000","77","7.25","3","2","1","4","6","85300","604","3","360","1","309","12",NA,"19004.2905277092"
"605","641","199905","2","202904","19124",NA,"1","2","80","15","178000","80","7.125","3","2","1","46","6","75200","605","3","360","1","309","12",NA,"25584.3675055292"
"606","751","199905","2","202904","32820","0","1","2","63","23","198000","63","6.875","3","2","1","45","6","38100","606","2","360","2","309","8",NA,"24569.4794821524"
"607","693","199904","2","202903","39900",NA,"1","2","78","19","210000","78","6.875","3","2","1","35","6","89400","607","3","360","2","309","12",NA,"32048.3741594868"
"608","675","199905","3","202904","23580","30","1","2","95","17","94000","95","7.125","3","2","1","11","5","30500","608","3","360","1","309","8",NA,"13253.8538539429"
"609","716","199905","2","202904","42644","0","1","2","75","22","146000","75","6.875","3","2","1","50","6","98000","609","2","360","2","309","12",NA,"14297.7378921675"
"610","713","199905","2","202904","12580","0","1","2","75","30","196000","75","7","3","2","1","22","6","21000","610","2","360","2","309","8",NA,"27425.4280716662"
"611","738","199904","3","202903",NA,"0","1","2","68","8","62000","68","6.875","3","2","1","39","6","97400","611","3","360","2","309","12",NA,"8541.15004924926"
"612","761","199905","2","202904","36084",NA,"1","2","80","24","147000","80","6.875","4","2","1","5","6","94500","612","3","360","2","309","12",NA,"19566.1604747652"
"613","714","199905","2","202904","22744","25","1","2","90","40","144000","90","6.875","3","2","1","10","5","33000","613","3","360","1","309","8",NA,"17464.6306731232"
"614","762","199903","2","202902","36084","0","1","2","26","12","99000","26","6.875","4","2","1","5","6","94500","614","2","360","2","309","12",NA,"14896.7671422731"
"615","696","199905","2","202904","38900",NA,"1","2","79","59","98000","79","7","3","2","1","50","6","98600","615","2","360","2","309","12",NA,"14023.5840750234"
"616","670","199904","2","202701","38540","15","1","2","10","35","76000","10","7.25","3","2","1","15","6","83200","616","2","334","2","309","8",NA,"7033.08148471219"
"617","641","199905","2","202904","12060","30","1","2","95","17","144000","95","7","3","2","1","11","5","30000","617","3","360","2","309","17",NA,"4836.15103985701"
"618","632","199903","3","202902","16180","30","1","2","95","14","165000","95","7","3","2","1","35","6","89700","618","3","360","2","309","12",NA,"20284.1279612375"
"619","727","199905","2","202904","21660",NA,"1","2","80","14","104000","80","6.875","3","2","1","39","6","97400","619","2","360","2","309","12",NA,"6680.41347299257"
"620","702","199905","2","202904","38060","17","1","1","80","19","83000","80","7.25","3","2","1","4","6","85000","620","3","360","2","309","8",NA,"8082.35846172285"
"621","671","199905","2","202904","12060",NA,"1","2","77","7","240000","77","6.625","3","2","1","11","5","30000","621","3","360","2","309","12",NA,"27801.3542860218"
"622","664","199903","1","202902","36084",NA,"1","2","73","54","219000","73","6.75","3","2","1","5","6","94500","622","2","360","2","326","9",NA,"56223.7929503239"
"623","766","199903","1","202902","47894",NA,"1","2","38",NA,"94000","38","6.75","3","2","1","48","6","22300","623","2","360","1","326","9",NA,"8394.86407229397"
"624","742","199903","1","202902","47644","0","1","2","28","12","147000","28","6.875","4","2","1","24","6","48000","624","2","360","2","326","9",NA,"41995.5881513709"
"625","576","199903","3","202902","16974","25","1","2","90","21","86000","90","6.875","4","2","1","16","1","60000","625","3","360","2","326","9",NA,"15131.3611222961"
"626","710","199903","2","202902","41140",NA,"1","2","80","34","74000","80","6.875","4","2","1","26","5","64500","626","3","360","2","326","17",NA,"796.51660017547"
"627","738","199903","2","202902","16974",NA,"3","2","80","38","276000","80","6.75","3","2","1","16","6","60600","627","2","360","2","326","9",NA,"34742.8692920888"
"628","789","199903","1","202902","41940",NA,"1","2","47","25","150000","47","6.75","4","2","1","5","6","95000","628","1","360","1","326","9",NA,"13354.3931468517"
"629","731","199903","1","202902","16974",NA,"1","2","69","33","138000","69","6.875","3","2","1","16","1","60600","629","2","360","1","326","9",NA,"5039.08263820419"
"630","608","199903","1","202902","35084",NA,"1","2","74","34","150000","74","6.875","3","2","1","33","6","7000","630","2","360","2","326","9",NA,"22437.0891357039"
"631","727","199903","1","202902","44140",NA,"1","2","80","39","127000","80","6.875","3","2","1","21","6","1000","631","2","360","2","326","9",NA,"5453.63569741981"
"632","717","199903","3","202902","16974","25","1","2","90","44","86000","90","6.875","3","2","1","16","6","60600","632","3","360","2","326","9",NA,"9484.16637159247"
"633","746","199904","1","202903","47894",NA,"1","2","78","19","74000","78","6.875","3","2","1","8","1","20000","633","2","360","1","326","9",NA,"12129.8947689433"
"634","779","199904","3","202903","29540","0","1","2","75","47","110000","75","6.375","3","2","1","40","6","17600","634","3","360","2","326","17",NA,"18572.5749417452"
"635","703","199905","2","202904","25420","0","1","2","80","36","44000","80","6.5","3","2","1","40","6","17100","635","3","360","1","326","17",NA,"7360.10572432267"
"636","683","199904","2","202903","29540","0","1","2","63","21","240000","63","6.875","3","2","1","40","6","17600","636","3","360","2","326","17",NA,"43860.6158658408"
"637","762","199903","1","202902","49620","25","1","2","89","33","153000","89","6.75","3","2","1","40","6","17300","637","2","360","2","326","17",NA,"24193.3209872327"
"638","646","199903","2","202902",NA,"0","1","3","80","38","120000","80","6.875","3","2","1","40","6","18300","638","2","360","2","326","17",NA,"53574.3905499268"
"639","739","199903","1","202902","29540","0","1","2","80","48","140000","80","6.625","3","2","1","40","6","17000","639","2","360","1","326","17",NA,"11213.9527061877"
"640","725","199903","3","202902",NA,"30","1","2","95","30","55000","95","6.75","3","2","1","2","6","36800","640","3","360","1","326","17",NA,"7938.05815148495"
"641","698","199903","2","202902","45060",NA,"1","2","72","22","57000","72","6.95","3","1","1","36","6","13400","641","1","360","1","326","17",NA,"8677.23666131351"
"642","657","199904","2","202903","42044","0","1","2","80","44","190000","80","6.375","4","2","1","5","6","92800","642","3","360","2","5","3",NA,"22340.6261232927"
"643","658","199904","1","202903","41940","0","1","2","67","43","160000","67","6.5","4","2","1","5","6","95100","643","2","360","2","5","3",NA,"20394.1277978766"
"644","736","199904","1","202903","36084","0","1","2","62","44","200000","62","6.375","4","2","1","5","6","94500","644","1","360","2","5","3",NA,"25109.3261530929"
"645","732","199904","1","202903","40140","0","1","2","73","37","180000","73","6.375","3","2","1","5","6","91700","645","1","360","2","5","3",NA,"23030.7509132541"
"646","801","199905","2","202904","31460","0","1","2","69","19","65000","69","6.5","3","2","1","5","6","93600","646","3","360","1","5","3",NA,"12537.6439280477"
"647","761","199905","1","202904","42644","0","1","2","75","19","94000","75","6.5","3","2","1","50","5","98000","647","1","360","2","5","3",NA,"21542.3563170605"
"648","734","199904","1","202903","31084","0","1","2","79","44","217000","79","6.5","4","2","1","5","6","90600","648","2","360","2","5","3",NA,"32594.5278305505"
"649","703","199903","2","202902","39900","12","1","2","85","45","149000","85","7","3","2","1","35","5","89400","649","3","360","2","5","3",NA,"18669.546913962"
"650","623","199904","2","202903","38060","30","1","2","95","39","138000","95","7","4","2","1","4","5","85000","650","3","360","1","5","3",NA,"15595.2897644543"
"651","784","199904","1","202903","46060","25","1","2","90","23","80000","90","7","3","2","1","4","6","85700","651","2","360","1","5","3",NA,"14063.5674427744"
"652","633","199904","1","202903","41884","0","1","2","39","44","224000","39","7.125","3","2","1","5","6","94400","652","2","360","2","5","3",NA,"35731.2702297862"
"653","640","199905","1","202904",NA,"25","1","2","90","33","96000","90","7","3","2","1","4","6","85300","653","2","360","2","5","3",NA,"17911.2305797783"
"654","725","199904","1","202903","42644","0","1","2","44","33","160000","44","7.125","3","2","1","50","6","98100","654","2","360","2","5","3",NA,"21639.2255916525"
"655","703","199904","1","202903","12580","0","1","2","71","41","240000","71","7.125","4","2","1","22","6","20700","655","2","360","1","5","3",NA,"28809.292832932"
"656","711","199905","2","202904","46060","30","1","2","95","25","128000","95","7.375","3","2","1","4","6","85700","656","3","360","2","5","3",NA,"17897.0362131419"
"657","697","199905","2","202904","29820","0","1","2","80","38","174000","80","7","3","2","1","35","6","89000","657","3","360","2","5","3",NA,"11526.9430861357"
"658","783","199905","1","202904","36084","0","1","2","77","24","176000","77","7.25","4","2","1","5","6","94700","658","2","360","2","5","3",NA,"18303.1749323254"
"659","696","199904","1","202903","41884","0","1","2","80","28","224000","80","7.125","4","2","1","5","6","94100","659","2","360","2","5","3",NA,"19014.5691246378"
"660","669","199905","1","202904","40900","0","1","2","77","32","89000","77","7.25","4","2","1","5","6","96100","660","2","360","2","5","3",NA,"10113.7858601546"
"661","572","199904","1","202903","46700","0","1","2","75","42","148000","75","7","3","2","1","5","6","94500","661","2","360","2","5","3",NA,"24182.4062642584"
"662","699","199904","1","202903","42644","0","1","2","72","31","180000","72","7","3","2","1","50","5","98000","662","1","360","1","5","3",NA,"42108.7982501599"
"663","589","199905","1","202904","40140","0","1","2","73","25","66000","73","7.125","3","2","1","5","6","92300","663","1","360","1","5","3",NA,"6054.46789684228"
"664","773","199904","1","202903","41884","0","1","2","57","31","180000","57","7.125","4","2","1","5","6","94100","664","2","360","2","5","3",NA,"17396.3503913777"
"665","634","199904","1","202903","37100","0","1","2","63","40","130000","63","7","4","2","1","5","6","93000","665","1","360","1","5","3",NA,"20427.6965043123"
"666","748","199905","2","202904","38060","0","1","2","80","39","182000","80","7.125","4","2","1","4","5","85300","666","3","360","2","5","3",NA,"8133.34380999237"
"667","768","199904","1","202903","38900","0","1","2","26","25","40000","26","7","4","2","1","39","6","97100","667","1","360","2","5","3",NA,"16977.0416265139"
"668","736","199904","2","202903","26180","0","1","2","77","19","245000","77","7","4","2","1","13","5","96700","668","3","360","2","5","3",NA,"51569.69843146"
"669","753","199904","1","202903","38060","0","1","2","51","48","43000","51","6.875","3","2","1","4","6","85200","669","2","360","1","5","3",NA,"5856.59173299631"
"670","636","199905","2","202904","31084","0","4","2","80","21","136000","80","6.875","3","2","1","5","6","90800","670","3","360","1","5","3",NA,"14132.0244594212"
"671","765","199905","2","202904","36084","0","1","2","80","22","186000","80","6.625","4","2","1","5","5","94500","671","3","360","2","5","3",NA,"25000.2027458426"
"672","762","199905","1","202904","42044","0","1","2","60","40","240000","60","6.625","3","2","1","5","5","92600","672","1","360","2","5","3",NA,"27725.0219742422"
"673","746","199905","1","202904","42100","0","1","2","67","31","226000","67","6.875","3","2","1","5","6","95000","673","2","360","2","5","3",NA,"36711.2536891582"
"674","700","199905","1","202904","42644","0","1","2","75","43","113000","75","6.875","3","2","1","50","6","98000","674","1","360","1","5","3",NA,"20837.5623036051"
"675","711","199905","1","202904","14260","0","1","2","75","14","150000","75","6.875","3","2","1","15","6","83600","675","1","360","1","5","3",NA,"11540.2384610549"
"676","634","199905","1","202904","31084","0","1","2","74","19","144000","74","6.875","3","2","1","5","6","91000","676","2","360","1","5","3",NA,"52569.7275432837"
"677","720","199905","1","202904","26180","0","1","2","51","46","300000","51","6.625","3","2","1","13","6","96800","677","2","360","2","5","3",NA,"40363.9950782424"
"678","655","199905","1","202904","41740","0","1","2","75","44","180000","75","6.875","3","2","1","5","6","91900","678","1","360","2","5","3",NA,"53270.9176914081"
"679","712","199905","1","202904","42644","0","1","2","75","32","150000","75","6.875","4","2","1","50","6","98100","679","1","360","2","5","3",NA,"21804.3474806895"
"680","647","199904","2","202903","12420","0","1","2","80","37","106000","80","6.625","4","2","1","46","5","78600","680","3","360","1","5","3",NA,"22700.5610833516"
"681","761","199905","2","202904","36084","0","1","2","80","37","190000","80","7","4","2","1","5","6","94500","681","3","360","1","5","3",NA,"28305.6299031616"
"682","607","199905","1","202904","41884","0","1","2","72","38","160000","72","7.25","3","2","1","5","6","94000","682","1","360","2","5","3",NA,"27766.2332283469"
"683","676","199906","1","202905",NA,"0","1","2","50","24","124000","50","7","4","2","1","5","6","95400","683","1","360","2","5","3",NA,"24437.5189958247"
"684","788","199904","1","202903","40900","0","1","2","36","40","59000","36","7.25","3","2","1","5","6","95600","684","2","360","1","5","3",NA,"11804.5665039837"
"685","758","199904","1","202903","37100","25","1","2","88","40","129000","88","7.25","3","2","1","5","6","93000","685","2","360","2","5","3",NA,"11412.4391116312"
"686","691","199905","1","202904","36084","0","1","2","67","47","147000","67","7.25","4","2","1","5","6","94500","686","2","360","2","5","3",NA,"17614.3646175729"
"687","739","199905","2","202904","29820","0","1","2","80","29","86000","80","7.125","3","2","1","35","6","89100","687","3","360","1","5","3",NA,"14014.8127378393"
"688","650","199905","2","202904",NA,"30","1","2","95","45","131000","95","7.25","3","2","1","5","5","96100","688","3","360","1","5","3",NA,"19950.9549167609"
"689","681","199904","1","202903",NA,"0","1","2","79","36","102000","79","7.125","3","2","1","5","6","95400","689","2","360","1","5","3",NA,"20675.1387844649"
"690","666","199905","1","202904","42044","0","2","2","40","44","214000","40","7","4","2","1","5","6","92600","690","2","360","2","5","3",NA,"29325.4863998917"
"691","773","199905","2","202904","36084","12","1","2","85","29","219000","85","7","3","2","1","5","6","94500","691","3","360","2","5","3",NA,"25335.0132364807"
"692","683","199905","2","202904","41740","0","1","2","70","51","230000","70","7","3","2","1","5","6","92000","692","3","360","1","5","3",NA,"26770.0382704625"
"693","645","199905","1","202904",NA,"0","1","2","58","24","240000","58","7.125","4","2","1","50","6","98200","693","1","360","2","5","3",NA,"32499.118632129"
"694","650","199905","2","202904","23104","0","1","2","80","42","230000","80","7","4","2","1","46","6","76000","694","3","360","1","5","3",NA,"32206.458121348"
"695","739","199905","1","202904","31084","0","1","2","80","39","180000","80","7","4","2","1","5","6","91500","695","2","360","1","5","3",NA,"21862.7700380993"
"696","733","199905","1","202904","40140","0","1","1","57","45","100000","57","7.375","4","2","1","5","6","92500","696","3","360","2","5","3",NA,"10988.3613739179"
"697","574","199905","2","202904","40900","0","1","2","36","35","170000","36","7","4","2","1","5","5","95700","697","3","360","1","5","3",NA,"48236.3360298403"
"698","733","199905","2","202904",NA,"0","1","2","80","47","70000","80","7.625","3","2","1","50","6","98500","698","3","360","2","5","3",NA,"18766.0266645372"
"699","718","199905","1","202904","40140","0","1","2","69","33","52000","69","6.875","3","2","1","5","6","92300","699","2","360","2","5","3",NA,"3667.2691635694"
"700","674","199905","2","202904","12540","0","1","2","79","45","71000","79","7.375","3","2","1","5","6","93300","700","3","360","1","5","3",NA,"33545.5973898926"
"701","696","199904","1","202903","40140","0","1","2","47","45","75000","47","7.25","3","2","1","5","5","92200","701","2","360","2","5","3",NA,"11570.2149787092"
"702","778","199905","2","202904","41940","0","1","2","80","30","176000","80","7","3","2","1","5","6","95100","702","3","360","1","5","3",NA,"27014.1283481903"
"703","673","199905","1","202904","41884","0","1","2","76","40","189000","76","7.5","3","2","1","5","6","94100","703","2","360","2","5","3",NA,"20660.967949997"
"704","733","199905","1","202904","41740","0","1","2","62","35","64000","62","7.625","4","2","1","5","1","92100","704","2","360","1","5","3",NA,"5453.1832526091"
"705","770","199903","2","202902","42044","0","1","2","64","33","230000","64","6.875","3","2","1","5","6","92800","705","2","360","2","326","17",NA,"28377.8985767363"
"706","771","199904","2","202903","34100","0","1","2","65","47","57000","65","6.75","3","2","1","45","6","37800","706","2","360","1","326","17",NA,"8869.32532357742"
"707","733","199903","2","202902","21780","25","1","2","90","27","80000","90","7.125","4","2","1","17","6","47700","707","3","360","2","326","17",NA,"3368.24643177244"
"708","731","199903","2","202902",NA,"25","1","2","90","23","90000","90","6.875","3","2","1","19","6","42000","708","3","360","2","326","17",NA,"5270.03374620195"
"709","777","199903","2","202902",NA,"0","1","2","63","36","98000","63","6.75","4","2","1","10","6","32000","709","1","360","2","326","17",NA,"16550.5344281709"
"710","753","199903","2","202902","33660","30","1","2","95","28","127000","95","6.75","3","2","1","2","6","36600","710","3","360","1","326","17",NA,"15945.1293032943"
"711","735","199903","1","202902","14484",NA,"1","2","30",NA,"39000","30","7.125","3","1","1","21","6","2300","711","2","360","2","326","17",NA,"10166.6106581792"
"712","640","199904","2","202903",NA,"0","1","2","74","36","103000","74","7.125","3","2","1","49","6","5400","712","1","360","2","326","17",NA,"2144.57682621325"
"713","708","199906","2","202905",NA,"0","1","2","80","41","136000","80","7.125","3","2","1","49","6","5400","713","1","360","2","326","17",NA,"18828.9853153225"
"714","653","199903","2","202902",NA,"0","1","2","72","29","84000","72","6.75","4","1","1","41","6","700","714","3","360","1","326","17",NA,"14300.894668788"
"715","751","199903","2","202902","42044","0","1","2","80","48","216000","80","6.625","4","2","1","5","5","92600","715","3","360","2","299","10",NA,"29175.1062505703"
"716","621","199902","2","202901","27260","0","1","2","76","34","116000","76","6.5","4","2","1","10","6","32200","716","2","360","2","299","17",NA,"41926.3914881029"
"717","613","199903","2","202902",NA,"0","1","2","79","31","118000","79","6.5","4","2","1","34","6","87500","717","2","360","1","299","10",NA,"30636.7227518042"
"718","779","199903","2","202902","12420","0","1","2","78","38","142000","78","6.375","4","2","1","46","5","78600","718","2","360","1","299","10",NA,"12522.3692251311"
"719","649","199903","2","202902","17140","0","1","2","75","31","47000","75","6.875","4","2","1","19","6","41000","719","1","360","2","299","10",NA,"6039.67650552158"
"720","798","199903","2","202902","17820","0","1","2","59","19","109000","59","6.625","4","2","1","6","6","80800","720","1","360","2","299","10",NA,"14726.2828232766"
"721","722","199903","3","202902","37860","36","1","2","95","32","103000","95","6.5","3","2","1","10","6","32500","721","3","360","1","299","10",NA,"14977.3451098651"
"722","634","199903","2","202902",NA,"0","1","2","75","40","98000","75","6.5","4","2","1","37","6","43700","722","1","360","2","299","10",NA,"11570.1527242063"
"723","708","199903","2","202902","16860","0","1","2","77","14","107000","77","6.5","4","2","1","45","6","37300","723","1","360","2","299","10",NA,"15542.9722565262"
"724","683","199903","3","202902","36260","30","1","2","95","59","145000","95","7.625","3","2","1","47","6","84000","724","3","360","2","299","10",NA,"21886.3372411135"
"725","741","199903","2","202902","49420","0","1","2","75","46","60000","75","6.625","4","2","1","50","6","98900","725","1","360","1","299","10",NA,"17964.9657611984"
"726","686","199903","2","202902",NA,"0","1","2","80","6","49000","80","7.375","4","2","1","32","6","3500","726","3","360","1","299","10",NA,"5303.08802458929"
"727","707","199903","2","202902",NA,"0","1","2","80","16","90000","80","6.75","4","2","1","2","6","35000","727","1","360","2","299","10",NA,"7386.28316984487"
"728","697","199903","2","202902","38060","0","1","3","80","6","152000","80","6.875","4","2","1","4","5","85200","728","3","360","1","299","10",NA,"23216.0889997246"
"729","777","199903","2","202902","31084","0","1","2","23","30","100000","23","6.75","3","2","1","5","6","91100","729","1","360","2","299","10",NA,"21011.6003147801"
"730","661","199903","3","202902","42044","36","1","2","95","35","227000","95","6.75","4","2","1","5","6","92700","730","3","360","2","299","10",NA,"36373.8309797777"
